(320.0596, 588.344)
(316.4046, 573.7834)
(313.6036, 566.0822)
(307.7705, 552.0769)
(310.256, 521.4749)
(317.8819, 514.3131)
(312.6646, 514.4031)
(300.614, 515.3819)
(281.6226, 524.4052)
(270.5647, 525.7105)
(262.731, 525.4687)
(261.215, 514.4493)
(234.9439, 512.2101)
(224.0015, 512.1455)
(241.2461, 502.8649)
(258.5601, 497.2453)
(271.0264, 495.5709)
(290.9798, 494.7636)
(304.5771, 498.1202)
(301.6684, 483.6034)
(293.4423, 478.7839)
(308.3246, 471.8299)
(311.2102, 470.2447)
(318.4514, 481.5996)
(314.3038, 475.5004)
(321.1985, 469.8792)
(328.3934, 467.0349)
(320.6829, 455.4693)
(301.0449, 460.1178)
(282.7692, 449.4786)
(299.0365, 437.4657)
(303.0381, 426.2623)
(297.3592, 426.9088)
(286.6091, 415.3067)
(283.0614, 418.7873)
(270.4416, 420.5788)
(260.8918, 438.3499)
(264.57, 410.328)
(260.3839, 397.7659)
(252.6042, 385.0942)
(253.7508, 365.6425)
(253.9279, 358.2183)
(247.4331, 353.4442)
(232.697, 345.5229)
(206.9105, 359.5564)
(189.5427, 370.3511)
(214.4979, 379.2213)
(216.5602, 388.5209)
(215.8907, 405.3332)
(227.7105, 388.7172)
(236.6138, 382.515)
(240.8691, 387.6468)
(244.9244, 396.249)
(275.0431, 375.8431)
(283.7309, 377.5191)
(286.1394, 363.3031)
(287.4709, 372.3889)
(293.173, 379.87)
(313.8034, 410.7089)
(318.6593, 411.9017)
(324.6767, 412.322)
(327.2161, 401.1925)
(332.9028, 389.3966)
(342.3295, 376.9958)
(336.1579, 360.7853)
(335.3036, 358.3706)
(359.4819, 370.1179)
(363.5294, 378.725)
(355.3495, 379.5876)
(353.6336, 385.9114)
(345.9231, 386.2686)
(345.1919, 411.4962)
(352.8947, 420.8858)
(332.0255, 445.6026)
(346.7849, 446.0495)
(344.1685, 456.0957)
(345.8461, 467.2612)
(365.0377, 456.3818)
(364.6914, 454.3088)
(367.9463, 450.3612)
(370.6629, 451.3977)
(382.0824, 408.6298)
(381.2976, 392.4561)
(387.2688, 411.7564)
(393.8252, 411.4471)
(400.6045, 424.3941)
(404.96, 407.7295)
(402.3591, 398.5638)
(408.446, 404.7591)
(415.5485, 414.4834)
(412.9166, 417.7238)
(425.1598, 433.7129)
(445.5134, 434.6933)
(440.3653, 438.8209)
(409.9617, 441.8281)
(404.7292, 453.0214)
(385.5836, 451.9726)
(383.8523, 458.4757)
(377.981, 464.4471)
(386.0837, 472.3538)
(420.2425, 463.9185)
(434.8709, 470.0307)
(430.8849, 472.0006)
(421.1198, 482.2535)
(410.1618, 483.6387)
(408.2996, 500.0164)
(398.9116, 507.9554)
(403.1592, 510.431)
(427.9068, 498.1448)
(435.1325, 507.7082)
(449.9303, 506.9049)
(446.1366, 489.4595)
(462.1732, 486.3889)
(475.4935, 491.5878)
(477.979, 493.5315)
(479.8875, 492.1466)
(458.7874, 467.9785)
(448.1605, 453.4769)
(481.9573, 449.4463)
(482.8423, 460.117)
(484.1735, 467.379)
(496.3472, 473.0256)
(497.54, 460.2009)
(501.1953, 441.6118)
(494.716, 441.5973)
(493.477, 435.1971)
(488.9599, 423.2681)
(490.6683, 406.6713)
(493.831, 408.8491)
(531.2139, 390.1838)
(527.4124, 404.6437)
(510.4833, 421.8576)
(515.9929, 450.5351)
(517.7627, 463.4445)
(536.7929, 446.0311)
(538.0856, 457.6155)
(536.3542, 464.644)
(552.4755, 474.9488)
(550.4594, 476.8078)
(546.1116, 482.8485)
(535.9311, 478.4692)
(525.1655, 477.6082)
(522.8184, 478.0145)
(530.9753, 495.6633)
(526.6893, 500.6658)
(520.6716, 488.6174)
(509.4599, 485.2202)
(497.2245, 494.2488)
(495.6855, 499.9002)
(489.6678, 507.3537)
(495.6932, 511.846)
(501.0874, 526.9708)
(479.1795, 542.4488)
(495.5778, 558.4093)
(526.0196, 554.2445)
(532.7529, 564.5923)
(550.9595, 566.8392)
(554.7532, 582.348)
(562.71, 582.6565)
(565.8265, 587.5922)
(592.1823, 594.4501)
(589.3736, 605.0618)
(589.1275, 630.7494)
(570.4975, 611.8443)
(526.8661, 600.8893)
(543.1797, 612.3799)
(535.9233, 659.3615)
(564.5645, 656.9123)
(558.0775, 669.5629)
(512.8302, 690.2328)
(525.8042, 706.4481)
(525.6196, 722.3169)
(502.9958, 722.076)
(518.0475, 733.3024)
(561.1096, 713.0575)
(576.5614, 698.7707)
(594.9296, 697.1323)
(589.8817, 680.2847)
(584.2025, 676.4808)
(607.7265, 666.0003)
(605.241, 656.7499)
(606.3259, 647.5396)
(622.6088, 661.734)
(637.4758, 658.2812)
(630.8734, 621.3992)
(638.3069, 622.211)
(638.7226, 615.7633)
(627.326, 600.5054)
(653.7587, 605.4542)
(665.0167, 612.0604)
(663.8623, 591.8561)
(637.0372, 551.1072)
(621.6238, 546.7218)
(641.0002, 542.6134)
(658.4375, 556.9309)
(672.8581, 548.3124)
(686.2705, 518.9993)
(685.6088, 498.2581)
(700.976, 544.8472)
(712.3648, 569.2694)
(722.4684, 549.2281)
(733.1416, 509.9039)
(740.9216, 485.0553)
(759.4744, 477.589)
(748.401, 462.4281)
(714.2655, 442.5385)
(705.5623, 449.4177)
(684.9241, 446.6437)
(680.2377, 454.4827)
(670.9574, 454.4119)
(660.5767, 462.2432)
(638.784, 475.8413)
(632.3817, 484.0629)
(632.0584, 471.6552)
(625.2022, 470.6018)
(620.5467, 483.6464)
(614.9137, 483.6149)
(600.9085, 478.8117)
(610.3429, 488.4443)
(622.986, 512.5393)
(634.5055, 516.5469)
(631.7277, 519.2063)
(604.0945, 525.5432)
(593.0366, 536.7691)
(582.4019, 553.1858)
(535.9233, 525.6365)
(552.6986, 517.9745)
(593.0366, 508.7271)
(576.7227, 494.5173)
(574.168, 482.2591)
(577.1229, 459.3768)
(580.4395, 457.5201)
(563.2718, 442.3282)
(550.6133, 426.153)
(583.1713, 441.6772)
(580.2242, 434.1598)
(580.1088, 428.07)
(573.5603, 425.1619)
(587.2035, 421.2459)
(589.1967, 418.3417)
(577.8771, 412.2602)
(562.5561, 402.1505)
(561.9791, 400.3267)
(568.2506, 399.5902)
(578.9237, 402.4414)
(585.5646, 394.647)
(597.2842, 380.654)
(604.41, 377.3468)
(600.316, 397.2441)
(610.3659, 393.4796)
(619.5155, 395.2187)
(613.8441, 413.861)
(599.4312, 455.3677)
(617.2376, 443.2747)
(632.2356, 434.8931)
(647.3179, 431.292)
(649.003, 420.6996)
(651.0886, 416.3873)
(654.5898, 390.985)
(658.3143, 398.4591)
(664.2703, 399.057)
(671.5422, 425.9922)
(674.2662, 425.1996)
(687.1326, 419.1344)
(696.5205, 406.0166)
(696.3589, 400.1835)
(690.8878, 396.6292)
(700.8069, 390.537)
(701.3532, 369.7156)
(715.2967, 367.5702)
(716.5816, 375.0245)
(727.7089, 394.3299)
(740.8446, 391.499)
(738.1513, 397.7303)
(742.3452, 407.8281)
(759.1049, 438.814)
(760.5517, 424.1331)
(751.1099, 408.8598)
(760.2747, 388.5879)
(763.1989, 384.1199)
(762.3061, 375.6093)
(764.9842, 372.9753)
(736.6967, 354.4246)
(730.2174, 348.1537)
(759.2281, 351.5288)
(756.6963, 346.2824)
(745.7077, 331.764)
(754.6265, 321.4309)
(763.5221, 319.9819)
(733.7725, 305.8621)
(757.4815, 301.6038)
(757.9583, 292.3895)
(740.4829, 285.3046)
(743.3069, 269.0017)
(724.8617, 263.6174)
(687.9175, 274.4792)
(676.0131, 277.1517)
(709.3715, 283.8017)
(720.7525, 305.8113)
(721.2374, 315.5056)
(702.846, 309.0571)
(695.7741, 338.0963)
(692.4731, 343.9016)
(692.2497, 345.9423)
(717.7282, 339.9185)
(715.5197, 337.8185)
(708.3096, 327.0123)
(697.7288, 315.017)
(696.2205, 317.1526)
(676.2746, 319.06)
(682.4384, 311.5573)
(682.9465, 305.0387)
(664.6397, 293.1923)
(641.7851, 307.7767)
(645.7249, 320.9746)
(672.635, 345.7898)
(666.0711, 362.145)
(673.4658, 384.0732)
(641.1696, 371.8779)
(634.6286, 376.3319)
(632.1354, 355.7358)
(625.0868, 356.2751)
(622.2858, 352.3823)
(616.9528, 360.2296)
(615.7678, 365.0516)
(602.4168, 358.4376)
(594.4754, 340.2439)
(582.7944, 339.1975)
(572.6135, 363.5871)
(573.4831, 368.5351)
(574.8992, 371.8455)
(571.144, 368.6275)
(570.8822, 385.2943)
(568.3275, 379.3838)
(558.8779, 373.2814)
(568.4814, 364.0028)
(569.0509, 361.4085)
(553.1527, 351.3295)
(571.3441, 346.0016)
(571.9826, 342.4264)
(567.3118, 330.8997)
(562.9408, 328.515)
(566.4575, 319.3763)
(565.1878, 314.3668)
(564.6954, 309.1703)
(550.0055, 317.1718)
(545.6423, 318.5984)
(530.0288, 303.9907)
(531.2523, 302.117)
(510.2293, 305.3697)
(519.6867, 287.9726)
(522.3415, 285.2207)
(528.7514, 265.3581)
(560.5478, 276.1504)
(560.54, 304.5808)
(567.1732, 295.8439)
(607.6651, 291.2237)
(612.7977, 287.0584)
(616.753, 291.4353)
(620.3541, 300.2646)
(633.482, 301.8293)
(641.362, 290.2187)
(629.0574, 281.2694)
(608.3498, 271.5772)
(605.0872, 272.2322)
(606.1028, 257.7584)
(597.7845, 254.5663)
(591.7746, 266.0775)
(573.2371, 253.182)
(566.419, 250.9527)
(558.5701, 251.7239)
(596.6147, 236.059)
(590.4047, 222.3038)
(588.5964, 215.9292)
(594.1984, 213.242)
(584.9644, 211.3576)
(592.8595, 190.8923)
(639.415, 191.3825)
(633.9824, 208.4089)
(655.3594, 216.0123)
(625.7023, 245.5871)
(631.6967, 249.1882)
(669.3492, 260.4293)
(674.0894, 258.7773)
(678.9065, 252.1717)
(675.0895, 243.1161)
(676.1824, 237.0209)
(684.8857, 234.4783)
(715.8278, 242.0542)
(734.8577, 240.5544)
(720.7603, 226.2391)
(713.7806, 216.7811)
(699.8988, 207.8278)
(694.9431, 205.5109)
(703.9463, 190.1058)
(685.9166, 196.3444)
(667.2713, 204.3149)
(676.8134, 180.8018)
(681.8921, 153.7472)
(674.574, 152.8554)
(670.0723, 141.796)
(661.9849, 120.9669)
(638.53, 164.7997)
(629.2729, 164.4257)
(625.3406, 166.0926)
(618.338, 114.062)
(611.5202, 95.1149)
(594.5217, 106.3998)
(597.9769, 76.4651)
(606.7338, 67.6366)
(596.4609, 64.3892)
(592.6287, 58.9948)
(571.4362, 56.5002)
(570.5974, 61.5428)
(572.7292, 76.365)
(545.1267, 93.983)
(519.0864, 70.8407)
(523.5725, 98.564)
(508.3825, 104.9287)
(528.5205, 106.5954)
(544.6573, 120.1056)
(551.8368, 134.5049)
(583.6484, 124.8744)
(560.7708, 142.7339)
(561.5712, 146.5685)
(573.337, 149.1024)
(568.312, 152.3936)
(569.551, 163.3793)
(564.5108, 182.0793)
(555.2303, 193.3888)
(558.3623, 195.0386)
(572.929, 205.5948)
(558.947, 210.1763)
(556.5692, 226.3307)
(528.7823, 231.8213)
(525.6811, 250.2603)
(519.5558, 258.6841)
(510.1678, 253.1291)
(511.8837, 213.249)
(515.6467, 193.0209)
(546.581, 184.3091)
(545.0113, 179.0087)
(514.6772, 174.7756)
(517.9168, 157.617)
(529.6287, 151.7727)
(487.8595, 148.0458)
(495.4624, 122.1126)
(480.2492, 124.8805)
(491.6225, 105.6473)
(472.6385, 109.7757)
(459.6492, 99.9684)
(476.994, 88.4465)
(486.305, 65.7981)
(460.942, 78.7813)
(451.1154, 70.2183)
(477.6867, 41.1844)
(512.0146, 50.6773)
(511.83, 39.3884)
(473.3312, 26.4138)
(457.7792, 26.5084)
(424.5518, 11.6237)
(411.6624, 43.827)
(381.9745, 35.3585)
(412.0781, 67.3903)
(420.812, 71.8665)
(433.4011, 114.9014)
(452.5852, 132.645)
(415.8333, 152.8776)
(423.2051, 157.6579)
(425.6369, 156.3104)
(454.8936, 153.0093)
(468.0447, 155.8565)
(480.703, 181.8899)
(470.0761, 185.2118)
(438.4953, 171.3668)
(432.8086, 175.806)
(430.6386, 201.3817)
(447.1293, 218.1647)
(475.8167, 217.2112)
(481.0955, 223.772)
(483.912, 233.0432)
(478.1561, 241.0722)
(477.6557, 253.6776)
(432.2468, 237.4965)
(415.1328, 254.4111)
(419.2113, 271.3635)
(432.9163, 272.9193)
(458.9336, 283.6147)
(460.8343, 284.5104)
(463.3043, 288.3319)
(453.5162, 307.0842)
(463.4122, 314.7862)
(473.1848, 303.0704)
(495.2316, 311.9967)
(480.5337, 325.6547)
(476.4015, 326.5958)
(447.9682, 340.4255)
(441.5348, 343.195)
(464.1893, 351.7305)
(480.1645, 339.7123)
(488.8677, 341.0295)
(510.1908, 320.346)
(518.6477, 328.5043)
(529.1748, 331.7471)
(540.1942, 332.7243)
(530.5367, 338.0787)
(533.807, 340.6371)
(543.7878, 380.3057)
(540.1557, 376.805)
(529.9441, 367.1016)
(524.6192, 367.6557)
(522.4799, 375.3622)
(506.7356, 377.1205)
(505.4122, 360.6923)
(489.6756, 368.5851)
(477.6635, 368.7475)
(481.2726, 387.5666)
(488.5907, 392.7879)
(501.7801, 395.0578)
(500.341, 393.4328)
(491.4147, 391.0264)
(483.6504, 390.9911)
(483.7811, 392.2638)
(480.703, 391.7012)
(469.6759, 397.3788)
(465.7901, 420.8128)
(469.1988, 421.6992)
(465.5745, 426.7471)
(456.5942, 419.1127)
(454.9398, 420.1001)
(441.6812, 425.9123)
(429.3844, 413.043)
(426.9373, 409.0885)
(434.5555, 407.6448)
(432.2393, 403.8826)
(441.989, 397.1295)
(429.2767, 387.0019)
(417.2259, 374.2942)
(394.1175, 371.0505)
(384.5217, 369.18)
(393.1558, 366.1482)
(426.1063, 351.5451)
(428.2223, 352.7208)
(427.322, 337.613)
(429.9384, 331.613)
(422.1432, 328.0165)
(404.3135, 333.1437)
(392.3015, 330.155)
(391.4242, 322.189)
(390.6393, 321.0192)
(404.2983, 310.7617)
(402.459, 287.8694)
(393.9407, 267.0125)
(390.393, 269.4427)
(387.9152, 277.3948)
(386.1377, 290.3157)
(386.4764, 303.5606)
(373.6023, 300.8841)
(370.9399, 301.7061)
(378.5735, 317.5586)
(366.1997, 313.2494)
(358.1582, 325.297)
(358.6353, 318.4792)
(348.17, 290.7175)
(334.434, 288.2611)
(327.5856, 301.1836)
(330.9022, 306.7233)
(298.3516, 321.5217)
(289.21, 323.7387)
(296.6125, 338.2878)
(262.3463, 346.1253)
(260.9764, 333.2629)
(254.982, 302.2548)
(265.3319, 286.542)
(287.563, 282.6214)
(286.8783, 293.2013)
(295.5431, 297.0343)
(304.431, 297.443)
(295.1966, 288.5034)
(298.8057, 280.6406)
(324.3612, 280.686)
(328.8628, 265.7305)
(321.9064, 258.558)
(326.8314, 251.5361)
(324.6921, 247.4622)
(345.3073, 242.3013)
(336.2116, 236.7199)
(336.9813, 222.4347)
(339.7822, 207.5901)
(326.5774, 212.2787)
(319.0902, 239.3125)
(288.3097, 264.3617)
(287.3784, 249.6301)
(278.3445, 247.0623)
(264.2393, 228.3607)
(234.6669, 230.847)
(282.7537, 219.9193)
(275.9821, 211.5091)
(284.0848, 192.1506)
(290.6643, 161.72)
(282.0457, 149.4796)
(309.1172, 150.6069)
(342.3524, 185.6598)
(353.141, 188.3291)
(367.7155, 204.0064)
(373.9947, 214.4057)
(366.7306, 232.4875)
(399.5581, 225.6204)
(400.5506, 172.3879)
(386.8149, 168.3719)
(365.8995, 174.6642)
(346.9003, 166.3942)
(339.9361, 161.7409)
(355.4649, 144.0213)
(388.554, 149.5127)
(396.0952, 150.0943)
(394.6101, 122.1933)
(390.8779, 113.2317)
(394.6638, 92.2039)
(376.9498, 107.1609)
(372.9021, 105.6697)
(367.3848, 94.4716)
(375.9032, 79.49)
(362.2134, 88.0746)
(347.485, 80.5265)
(338.5665, 114.5691)
(301.7299, 78.4051)
(306.4546, 63.2726)
(316.6047, 39.7448)
(357.3426, 10.0)
(343.3681, 10.0654)
(329.4708, 12.2801)
(314.673, 33.1861)
(310.7948, 41.1967)
(305.616, 49.3467)
(299.7752, 50.4094)
(298.9981, 64.8484)
(287.2323, 70.3967)
(285.7702, 98.5848)
(279.6756, 110.0573)
(251.0881, 78.2149)
(271.0955, 19.7104)
(231.1887, 36.9921)
(206.9722, 50.7981)
(183.2173, 62.5216)
(248.5257, 92.5295)
(244.7627, 122.5505)
(245.8479, 139.0933)
(263.1619, 151.6651)
(247.6484, 153.7749)
(237.0447, 145.2095)
(226.7947, 142.4892)
(210.335, 103.3873)
(197.3302, 115.3117)
(200.7237, 116.5689)
(206.6027, 134.2393)
(208.5574, 146.2191)
(213.1667, 162.0895)
(230.5347, 194.4838)
(203.4323, 165.4953)
(161.7094, 178.8864)
(151.0669, 181.8899)
(164.7796, 151.181)
(157.2847, 149.638)
(129.9979, 127.4707)
(106.0966, 139.0695)
(101.6412, 187.1894)
(111.6911, 227.0295)
(126.1195, 201.6972)
(149.4972, 206.8196)
(182.971, 218.2493)
(197.8995, 221.9407)
(184.6409, 232.2759)
(180.5395, 246.0341)
(179.3774, 227.0009)
(168.8736, 227.415)
(167.5424, 233.5027)
(161.9786, 239.1709)
(152.4446, 245.4784)
(150.6745, 255.0328)
(131.9523, 248.7798)
(132.9605, 259.5106)
(145.2186, 267.963)
(109.3518, 274.6293)
(109.0518, 276.483)
(107.0664, 290.1201)
(124.8728, 282.7123)
(130.9211, 297.9137)
(112.5759, 302.1362)
(103.7728, 314.5877)
(145.665, 320.9246)
(140.8249, 333.6054)
(149.2357, 329.2077)
(162.9176, 347.8021)
(175.476, 330.6182)
(164.2873, 323.1609)
(155.2915, 308.7133)
(188.4883, 329.9479)
(207.8647, 312.4599)
(186.1107, 286.8113)
(205.3947, 274.6368)
(205.5948, 265.0987)
(208.0955, 261.616)
(247.5023, 299.4322)
Tour distance = 17509.5433
Number of points = 1000
